Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng cửa chính,Tình trạng nội thất,Loại hình văn phòng,Đơn giá (tr/m2),Giấy tờ pháp lý,Diện tích
11937514,128925279,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Đường Nguyễn Văn Tăng,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,True,10.842542,106.820076,"10.842542,106.8200785",osm:W32583376,"24,5 tỷ",,,0,False,2026-03-25 19:33:46,24500000000 ₫,Mua bán,Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,145.83333 tr/m²,Đã có sổ,168 m²
12434428,129042253,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 11,Phường 15,Phường Phú Thọ,,Đường Lữ Gia,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.7711525,106.65296,"10.7711526,106.6529604",osm:W1267886070,145 tỷ,,,0,False,2026-03-07 10:19:50,145000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,431.5476 tr/m²,Đã có sổ,336 m²
684126,129067292,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,Xã Tân Vĩnh Lộc,Ạ5/43F ,Ấp 1,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,False,10.791165,106.5643,"10.7911649,106.5642998",,72 tỷ,,,,False,2026-02-12 13:17:04,72000000000 ₫,Mua bán,,Nội thất đầy đủ,Văn phòng,33.994335 tr/m²,Đã có sổ,2118 m²
23067806,129090758,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Đường Lê Văn Lương,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.69601,106.704796,"10.6960098,106.7047924",osm:W775855897,22 tỷ,,,0,False,2026-03-22 07:55:58,22000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,229.16667 tr/m²,Đã có sổ,96 m²
12434428,129125654,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 9,Phường Vườn Lài,,Đường Nguyễn Duy Dương,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.760224,106.6711,"10.7602241,106.6710981",osm:W467581824,33 tỷ,,,0,False,2026-03-09 10:37:30,33000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,289.4737 tr/m²,Đã có sổ,114 m²
27755929,129165981,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Phường Bến Thành,,Đường Nam Kỳ Khởi Nghĩa,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.77074,106.701256,"10.77074,106.7012545",osm:W1267694075,115 triệu,,,0,False,2026-03-10 13:06:00,115000000 ₫,Mua bán,,,Văn phòng,0.06388889 tr/m²,Đã có sổ,1800 m²
26460418,129281665,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Phước Hiệp,Xã Tân An Hội,,Củ Chi,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.983153,106.44648,"10.9831531,106.4464766",,78 tỷ,,,0,False,2026-03-09 09:47:19,78000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,8.210526 tr/m²,Đã có sổ,9500 m²
13986787,129305699,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Trần Hưng Đạo,"Văn phòng, Mặt bằng kinh doanh",2 ngày trước,0,True,10.900142,106.77921,"10.9001414,106.779214",osm:W568398688,"13,5 tỷ",,,0,False,2026-03-28 06:37:19,13500000000 ₫,Mua bán,Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,52.224373 tr/m²,Đã có sổ,258.5 m²
1069114,129329827,2023241925,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.8454,106.81972,"10.8454,106.81972",,9 tỷ,,,0,False,2026-03-21 13:15:02,9000000000 ₫,Mua bán,,,Shophouse,145.16129 tr/m²,Giấy tờ khác,62 m²
357497,129330601,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Tây (Quận 2 cũ),Phường Bình Trưng,141,Đường số 6,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.784277,106.75982,"10.7842769,106.759819",osm:W172598072,"38,7 tỷ",,,,False,2026-02-28 14:21:05,38700000000 ₫,Mua bán,,,Mặt bằng kinh doanh,119.81424 tr/m²,Đã có sổ,323 m²
24258656,129381167,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 5,Phường Bình Lợi Trung,,Đường Nguyễn Văn Đậu,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.810975,106.69058,"10.8109746,106.6905819",osm:W604135107,"15,6 tỷ",,,0,False,2026-03-06 13:46:00,15600000000 ₫,Mua bán,,,Mặt bằng kinh doanh,173.33333 tr/m²,Đã có sổ,90 m²
27755929,129429609,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Phường Xuân Hòa,,Đường Nguyễn Thị Minh Khai,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.774205,106.68992,"10.7742052,106.6899177",osm:W701023320,115 triệu,,,0,False,2026-03-09 14:00:24,115000000 ₫,Mua bán,,,Văn phòng,0.054761905 tr/m²,Đã có sổ,2100 m²
13744580,129446741,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Đường Thủ Khoa Huân,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.967492,106.71211,"10.9674922,106.7121106",osm:W145623505,25 tỷ,,,0,False,2026-03-13 08:25:07,25000000000 ₫,Mua bán,Đông Nam,Nội thất cao cấp,Mặt bằng kinh doanh,57.077625 tr/m²,Đã có sổ,438 m²
5261238,129455700,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Đường Nguyễn Văn Tăng,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.842542,106.820076,"10.842542,106.8200785",osm:W32583376,"24,5 tỷ",,,0,False,2026-03-15 07:33:02,24500000000 ₫,Mua bán,Nam,,Mặt bằng kinh doanh,145.83333 tr/m²,Đã có sổ,168 m²
30045508,129493332,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,953,Đường Tỉnh lộ 10,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.756866,106.58878,"10.7568669,106.5887832",osm:W1272139963,"4,2 tỷ",,,0,False,2026-03-06 13:37:59,4200000000 ₫,Mua bán,Tây Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,77.77778 tr/m²,Đã có sổ,54 m²
5261238,129516133,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Đường Nguyễn Văn Tăng,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,False,10.842195,106.82374,"10.8421949,106.8237374",,"24,5 tỷ",,,0,False,2026-03-25 19:34:32,24500000000 ₫,Mua bán,Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,145.83333 tr/m²,Đã có sổ,168 m²
4537591,129517989,607019451,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 10,Phường Gò Vấp,18,Phan Văn Trị,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.83485,106.66716,"10.83485,106.66716",,"5,5 tỷ",,,0,False,2026-03-06 16:24:02,5500000000 ₫,Mua bán,,,Shophouse,98.21429 tr/m²,Đã có sổ,56 m²
17080561,129525932,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 6,Phường Bình Lợi Trung,,Đường Lam Sơn,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.8063965,106.68874,"10.8063961,106.6887407",osm:W1040174204,110 tỷ,,,,False,2026-03-01 00:09:44,110000000000 ₫,Mua bán,,Nội thất cao cấp,Officetel,314.2857 tr/m²,Đã có sổ,350 m²
29377579,129533970,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,416B,Đường Mã Lò,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.78602,106.6085,"10.7860199,106.6085003",,80 triệu,,,0,False,2026-02-25 12:30:11,80000000 ₫,Mua bán,,,Mặt bằng kinh doanh,2 tr/m²,,40 m²
19148654,129543940,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Phường Tân Thới Hiệp,,Đường Nguyễn Ảnh Thủ,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.879994,106.63547,"10.8799942,106.6354708",osm:W32581395,"18,9 tỷ",,,,False,2026-02-09 16:00:00,18900000000 ₫,Mua bán,,,Mặt bằng kinh doanh,121.935486 tr/m²,Đã có sổ,155 m²
13655078,129622872,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 8,Phường Thông Tây Hội,399A,Đường Nguyễn Văn Khối,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.84255,106.65591,"10.8425505,106.6559041",,68 triệu,,,0,False,2026-03-18 20:26:53,68000000 ₫,Mua bán,Bắc,Nội thất đầy đủ,Mặt bằng kinh doanh,1.7 tr/m²,Giấy tờ khác,40 m²
95673,129629647,466712113,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Thới Hòa,Phường Thới Hòa,,Thới Hòa,"Văn phòng, Mặt bằng kinh doanh",4 ngày trước,0,False,11.1032,106.62384,"11.1032,106.62384",,"3,1 tỷ",,,0,False,2026-03-26 11:57:39,3100000000 ₫,Mua bán,Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,23.308271 tr/m²,Đã có sổ,133 m²
23740421,129636617,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,Phường Tân Sơn Nhì,328,Đường Độc Lập,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.792967,106.6285,"10.7929673,106.6284987",osm:W1267462149,"12,5 tỷ",,,0,False,2026-03-15 14:03:03,12500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,156.25 tr/m²,Đã có sổ,80 m²
23740421,129636763,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,Phường Tân Phú,64,Nguyễn Hậu,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.778316,106.63724,"10.7783152,106.6372355",,18 tỷ,,,0,False,2026-03-16 15:51:47,18000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,214.28572 tr/m²,Đã có sổ,84 m²
23450316,129674966,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Phường Tân Thới Hiệp,,Đường Quốc lộ 1,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.85896,106.64384,"10.8589602,106.6438407",osm:W1147797165,"8,5 tỷ",,,0,False,2026-03-05 11:58:16,8500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,38.990826 tr/m²,Đã có sổ,218 m²
12953990,129712249,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Phường An Lạc,,Đường số 33,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.753519,106.608475,"10.7535191,106.6084737",osm:W32581506,60 tỷ,,,0,False,2026-03-19 08:45:04,60000000000 ₫,Mua bán,Nam,Nội thất cao cấp,Mặt bằng kinh doanh,150 tr/m²,Đã có sổ,400 m²
5303148,129773514,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Thạnh,Phường Thuận An,,Đường 22 Tháng 12,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.95161,106.70151,"10.9516097,106.701506",osm:W612801117,"3,7 triệu",,,,False,2026-03-04 07:37:41,3700000 ₫,Mua bán,,,Mặt bằng kinh doanh,0.061666667 tr/m²,Đã có sổ,60 m²
1625001,129781389,1860214211,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Trịnh Quang Nghị,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.70677,106.62474,"10.70677,106.62474",,"4,15 tỷ",,,0,False,2026-03-20 15:51:13,4150000000 ₫,Mua bán,Đông Nam,Hoàn thiện cơ bản,Shophouse,50 tr/m²,Đang chờ sổ,83 m²
3704578,129789338,1442612090,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Tân Túc,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,10.68684,106.58548,"10.68684,106.58548",,15 tỷ,,,,False,2026-02-28 11:05:00,15000000000 ₫,Mua bán,Tây,Nội thất cao cấp,Shophouse,60.728745 tr/m²,Đã có sổ,247 m²
29883616,129850515,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,,an phú 37,"Văn phòng, Mặt bằng kinh doanh",11 giờ trước,0,False,10.947814,106.738205,"10.9478138,106.7382072",,5 tỷ,,,0,False,2026-03-31 09:19:18,5000000000 ₫,Mua bán,Đông,Nội thất đầy đủ,Mặt bằng kinh doanh,28.248587 tr/m²,Đã có sổ,177 m²
2821587,129859008,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Chiểu (Quận Thủ Đức cũ),Phường Tam Bình,,Đường Số 4,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.875998,106.74639,"10.8759972,106.746388",osm:W32585784,"10,5 tỷ",,,,False,2026-03-10 11:13:40,10500000000 ₫,Mua bán,Tây Nam,Bàn giao thô,Mặt bằng kinh doanh,82.03125 tr/m²,Đã có sổ,128 m²
13664739,129862526,1793622600,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 6,Phường Bình Đông,,Tạ Quang Bửu,"Văn phòng, Mặt bằng kinh doanh",hôm qua,0,False,10.73175,106.64951,"10.73175,106.64951",,"6,89 tỷ",,,0,False,2026-03-29 08:50:57,6890000000 ₫,Mua bán,Đông Bắc,Hoàn thiện cơ bản,Mặt bằng kinh doanh,57.80211 tr/m²,Đã có sổ,119.1998 m²
25793956,129891703,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Bến Nghé,Phường Sài Gòn,5 ,Đường Nguyễn Thị Minh Khai,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.781678,106.69695,"10.7816783,106.6969506",osm:W408845370,31 tỷ,,,,False,2026-03-02 15:22:00,31000000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,476.92307 tr/m²,Đã có sổ,65 m²
25793956,129891822,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Bến Thành,Phường Bến Thành,,Đường Tôn Thất Tùng,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.771166,106.68731,"10.7711661,106.6873121",osm:W1219420939,48 tỷ,,,0,False,2026-03-13 14:10:01,48000000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,585.36584 tr/m²,Đã có sổ,82 m²
17256091,129911878,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Lộc,Xã Nhà Bè,,Đường Đào Sư Tích,"Văn phòng, Mặt bằng kinh doanh",4 ngày trước,0,True,10.701787,106.68698,"10.7017866,106.686981",osm:W205341831,250 triệu,,,0,False,2026-03-26 16:15:00,250000000 ₫,Mua bán,,,Mặt bằng kinh doanh,0.5 tr/m²,Giấy tờ khác,500 m²
5406240,129934043,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,,Đường số 3,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,True,10.810288,106.59268,"10.8102882,106.5926853",osm:W217709169,1 tỷ,,,0,False,2026-03-25 08:20:48,1000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,2.5 tr/m²,Đã có sổ,400 m²
28687038,129993291,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Xã Đông Thạnh,,Đường Tô Ký,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.879556,106.60947,"10.8795558,106.6094689",osm:W147654223,32 tỷ,,,0,False,2026-03-01 15:19:10,32000000000 ₫,Mua bán,Đông Bắc,Hoàn thiện cơ bản,Mặt bằng kinh doanh,30.075188 tr/m²,Đã có sổ,1064 m²
10741352,130044146,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Mỹ Phước,Phường Bến Cát,,Đường Quốc lộ 13,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,11.260122,106.63697,"11.2601225,106.6369699",osm:W235010490,910 tỷ,,,,False,2026-03-04 14:58:43,910000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,4.9726777 tr/m²,Đã có sổ,183000 m²
9839515,130069158,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 10,Phường Gò Vấp,,Đường Nguyễn Oanh,"Văn phòng, Mặt bằng kinh doanh",18 giờ trước,0,False,10.83293,106.67187,"10.8329295,106.6718702",,20 tỷ,,,0,False,2026-03-29 15:12:51,20000000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,142.85715 tr/m²,Đã có sổ,140 m²
30259746,130073731,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 11,Phường Bảy Hiền,,Đường Bàu Cát,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.790989,106.64557,"10.7909891,106.6455702",osm:W241999189,55 tỷ,,,,False,2026-03-03 16:26:03,55000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,234.04256 tr/m²,Đã có sổ,235 m²
11028159,130094798,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 1,Phường Vĩnh Hội,shophouse Galaxy,Đường Nguyễn Khoái,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.755336,106.694214,"10.755336,106.6942167",osm:W32575985,170 triệu,,,0,False,2026-03-15 18:53:10,170000000 ₫,Mua bán,,Nội thất đầy đủ,Shophouse,4.25 tr/m²,Giấy tờ khác,40 m²
22631003,130108358,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Phường Bến Thành,,Đường Nguyễn Công Trứ,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,False,10.769384,106.700615,"10.7693846,106.7006138",,420 triệu,,,0,False,2026-03-25 16:47:02,420000000 ₫,Mua bán,,,Văn phòng,0.32307693 tr/m²,Đã có sổ,1300 m²
29263866,130135141,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,1070,Đường Phạm Văn Đồng,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,True,10.826589,106.71712,"10.8265891,106.7171152",osm:W568287093,29 tỷ,,,0,False,2026-03-24 14:36:42,29000000000 ₫,Mua bán,Bắc,Bàn giao thô,Mặt bằng kinh doanh,80.779945 tr/m²,Đã có sổ,359 m²
28523363,130140079,619633814,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường An Bình,Phường Dĩ An,,Quốc lộ 1A,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.87499,106.75698,"10.87499,106.75698",,"9,17 tỷ",,,,False,2026-02-27 16:46:44,9170000000 ₫,Mua bán,,Bàn giao thô,Shophouse,84.12844 tr/m²,Đang chờ sổ,109 m²
25419787,130141788,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Mỹ Phước,Phường Bến Cát,,NE2,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,11.148853,106.61145,"11.1488534,106.6114474",,"3,2 tỷ",,,0,False,2026-02-25 16:10:00,3200000000 ₫,Mua bán,,Hoàn thiện cơ bản,Shophouse,48.484848 tr/m²,Đã có sổ,66 m²
1625001,130158788,1860214211,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Trịnh Quang Nghị,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.70677,106.62474,"10.70677,106.62474",,"4,8 tỷ",,,0,False,2026-03-09 19:02:31,4800000000 ₫,Mua bán,Tây Bắc,Hoàn thiện cơ bản,Shophouse,36.923077 tr/m²,Giấy tờ khác,130 m²
28523363,130165262,619633814,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường An Bình,Phường Dĩ An,,Quốc lộ 1A,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,10.87499,106.75698,"10.87499,106.75698",,"15,5 tỷ",,,,False,2026-03-02 10:10:39,15500000000 ₫,Mua bán,,Bàn giao thô,Shophouse,94.51219 tr/m²,Đang chờ sổ,164 m²
11415538,130178848,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường Mai Chí Thọ,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.787586,106.74967,"10.7875864,106.7496734",osm:W703783692,50 tỷ,,,0,False,2026-03-06 09:58:12,50000000000 ₫,Mua bán,,,Shophouse,299.40118 tr/m²,Giấy tờ khác,167 m²
25793956,130189538,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Phường Cát Lái,2 ,Đường Tạ Hiện,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.776997,106.75194,"10.776997,106.7519372",osm:W172404222,202 tỷ,,,,False,2026-03-02 14:03:03,202000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,603.5256 tr/m²,Đã có sổ,334.7 m²
25793956,130189637,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường 9,Phường Nhiêu Lộc,,Đường Cách Mạng Tháng Tám,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.776673,106.68382,"10.7766736,106.6838241",osm:W723823265,75 tỷ,,,,False,2026-03-11 08:31:25,75000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,362.31885 tr/m²,Đã có sổ,207 m²
25793956,130189790,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Cầu Ông Lãnh,Phường Cầu Ông Lãnh,,Đường Nguyễn Thái Học,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.764625,106.697556,"10.764625,106.6975582",osm:W629904756,25 tỷ,,,,False,2026-03-11 08:51:24,25000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,320.51282 tr/m²,Đã có sổ,78 m²
5526286,130192727,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Phường Tân Thới Hiệp,,Đường Nguyễn Ảnh Thủ,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.879994,106.63547,"10.8799942,106.6354708",,21 tỷ,,,0,False,2026-03-13 14:14:04,21000000000 ₫,Mua bán,Nam,,Mặt bằng kinh doanh,116.666664 tr/m²,Đã có sổ,180 m²
22493717,130193299,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Lê Minh Xuân,Xã Bình Lợi,,Đường Kênh A,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.752949,106.51844,"10.7529488,106.5184419",osm:W516562697,28 tỷ,,,0,False,2026-03-17 10:45:54,28000000000 ₫,Mua bán,Tây Bắc,,Mặt bằng kinh doanh,22.4 tr/m²,Đã có sổ,1250 m²
27755929,130224280,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Phường Xuân Hòa,,Đường Võ Thị Sáu,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.778384,106.68261,"10.7783841,106.6826105",osm:W1177449288,80 triệu,,,,False,2026-03-02 14:54:09,80000000 ₫,Mua bán,,,Mặt bằng kinh doanh,0.16 tr/m²,Đã có sổ,500 m²
