Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Tình trạng nội thất,Đặc điểm căn hộ,Hướng cửa chính,Loại hình căn hộ,Hướng ban công,Đơn giá (tr/m2),Giấy tờ pháp lý,Số phòng ngủ,Diện tích,Số phòng vệ sinh
23890076,114754342,463953827,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,3 ngày trước,0,False,10.74367,106.70149,"10.74367,106.70149",,"2,7 tỷ",,,0,False,2026-03-26 10:52:12,2700000000 ₫,Mua bán,Nội thất đầy đủ,0,,Officetel,,71.052635 tr/m²,Hợp đồng đặt cọc,1 PN,38 m²,1
4253212,114754599,884643742,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,4 tuần trước,0,False,10.7889,106.7108,"10.7889,106.7108",,"10,5 tỷ",,,,False,2026-03-02 17:52:56,10500000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,116.666664 tr/m²,Sổ hồng riêng,2 PN,90 m²,2
995336,114767227,1745608650,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Thạnh Xuân 13,Căn hộ/Chung cư,2 ngày trước,0,False,10.87865,106.67743,"10.87865,106.67743",,"3,175 tỷ",,,0,False,2026-03-27 17:24:36,3175000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,53.81356 tr/m²,Sổ hồng riêng,2 PN,59 m²,1
8896202,114775207,824127826,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,Số 4,Đào Trí,Căn hộ/Chung cư,11 giờ trước,0,False,10.722,106.7433,"10.722,106.7433",,"3,99 tỷ",,,0,False,2026-03-31 10:38:04,3990000000 ₫,Mua bán,,,,Chung cư,,54.657536 tr/m²,Hợp đồng mua bán,2 PN,73 m²,2
10895332,114780020,1964456515,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,,Số 1,Căn hộ/Chung cư,22 giờ trước,0,False,10.8267,106.7583,"10.8267,106.7583",,"4,3 tỷ",,,,False,2026-03-28 23:35:23,4300000000 ₫,Mua bán,,,,Chung cư,,63.235294 tr/m²,Hợp đồng mua bán,2 PN,68 m²,2
4253212,114781479,1352502191,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,91 Nguyễn Hữu Cảnh,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,4 tuần trước,0,False,10.789,106.7108,"10.789,106.7108",,"9,8 tỷ",,,0,False,2026-03-02 14:46:00,9800000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,100 tr/m²,Sổ hồng riêng,2 PN,98 m²,2
4253212,114786127,1352502191,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,91 Nguyễn Hữu Cảnh,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,12 giờ trước,0,False,10.7889,106.7108,"10.7889,106.7108",,"7,8 tỷ",,,0,False,2026-03-29 10:10:21,7800000000 ₫,Mua bán,,Căn góc,,Chung cư,,106.84931 tr/m²,Sổ hồng riêng,2 PN,73 m²,1
8896202,114804439,824127826,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,Số 4,Đào Trí,Căn hộ/Chung cư,2 tuần trước,0,False,10.722,106.7433,"10.722,106.7433",,"3,69 tỷ",,,0,False,2026-03-12 14:56:04,3690000000 ₫,Mua bán,,,,Chung cư,,54.264706 tr/m²,Hợp đồng mua bán,2 PN,68 m²,2
2126735,115082113,1192100476,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 1,Phường Cầu Kiệu,163,Phan Đăng Lưu,Căn hộ/Chung cư,5 ngày trước,0,False,10.8008,106.682,"10.8008,106.682",,"10,8 tỷ",,,0,False,2026-03-25 08:14:34,10800000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,83.07692 tr/m²,Sổ hồng riêng,3 PN,130 m²,2
459803,115190701,1754463435,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Hưng Định,Phường Thuận An,,Đường Đại Lộ Bình Dương,Căn hộ/Chung cư,2 tuần trước,0,False,10.9488,106.7068,"10.9488,106.7068",,"1,15 tỷ",,,0,False,2026-03-16 17:06:55,1150000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,Đông Bắc,Chung cư,Tây Nam,23 tr/m²,Sổ hồng riêng,1 PN,50 m²,1
19734740,115485588,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,3 ngày trước,0,False,10.9193,106.7329,"10.9193,106.7329",,"1,47 tỷ",,,0,False,2026-03-26 13:58:28,1470000000 ₫,Mua bán,,,Nam,Chung cư,Nam,24.915255 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
1727855,115568217,1247214303,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 14,Phường Diên Hồng,334,Tô Hiến Thành,Căn hộ/Chung cư,3 tuần trước,0,False,10.7747,106.66218,"10.7747,106.66218",,"7,5 tỷ",,,0,False,2026-03-07 14:42:04,7500000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,102.73972 tr/m²,Đang chờ sổ,2 PN,73 m²,2
995336,116016622,848234777,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc A,Phường An Lạc,Số 510,Kinh Dương Vương,Căn hộ/Chung cư,hôm qua,0,False,10.73749,106.61454,"10.73749,106.61454",,"2,7 tỷ",,,0,False,2026-03-28 06:23:56,2700000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,,Chung cư,,48.214287 tr/m²,Đang chờ sổ,2 PN,56 m²,1
19734740,116422759,987630212,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,3 tuần trước,0,False,10.9193,106.7329,"10.9193,106.7329",,"1,35 tỷ",,,0,False,2026-03-11 20:16:50,1350000000 ₫,Mua bán,Hoàn thiện cơ bản,,Tây,Chung cư,Đông,22.5 tr/m²,Sổ hồng riêng,2 PN,60 m²,2
1631273,116425012,1769506641,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 8,Phường Khánh Hội,,Hoàng Diệu,Căn hộ/Chung cư,1 tuần trước,0,False,10.7652,106.7073,"10.7652,106.7073",,"13,5 tỷ",,,0,False,2026-03-20 12:27:23,13500000000 ₫,Mua bán,Nội thất đầy đủ,,,Penthouse,,72.19251 tr/m²,Sổ hồng riêng,5 PN,187 m²,4
23673812,116732156,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,hôm qua,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,42 tỷ",,,0,False,2026-03-30 15:23:54,1420000000 ₫,Mua bán,,,Đông,Chung cư,Nam,24.067797 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
25448567,116742974,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,2 tuần trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,45 tỷ",,,0,False,2026-03-12 17:58:58,1450000000 ₫,Mua bán,,,Tây Bắc,Chung cư,Đông Nam,24.576271 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
19734740,116768670,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,2 tuần trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,45 tỷ",,,0,False,2026-03-13 15:16:12,1450000000 ₫,Mua bán,,Căn góc,Đông Nam,Chung cư,Nam,24.576271 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
23673812,116804368,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,4 tuần trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,37 tỷ",,,,False,2026-03-03 18:30:07,1370000000 ₫,Mua bán,Hoàn thiện cơ bản,,Nam,Chung cư,Đông Nam,25.849056 tr/m²,Sổ hồng riêng,2 PN,53 m²,2
14438778,116841961,1937369028,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,Xa Lộ Hà Nội,Căn hộ/Chung cư,11 giờ trước,0,False,10.90366,106.79386,"10.90366,106.79386",,"1,4 tỷ",,,0,False,2026-03-31 21:38:23,1400000000 ₫,Mua bán,,,,Chung cư,,28.571428 tr/m²,Sổ hồng riêng,1 PN,49 m²,1
25448567,116900292,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,2 tuần trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,45 tỷ",,,0,False,2026-03-18 14:28:41,1450000000 ₫,Mua bán,,,Bắc,Chung cư,Tây,26.363636 tr/m²,Sổ hồng riêng,2 PN,55 m²,2
19734740,116930057,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,4 tuần trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,4 tỷ",,,,False,2026-03-04 10:05:23,1400000000 ₫,Mua bán,,,,Chung cư,Đông,25.454546 tr/m²,Sổ hồng riêng,2 PN,55 m²,2
23673812,117080845,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,6 ngày trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,47 tỷ",,,,False,2026-03-23 13:57:33,1470000000 ₫,Mua bán,,,Đông Nam,Chung cư,Nam,24.337748 tr/m²,Sổ hồng riêng,2 PN,60.4 m²,2
4732209,117376190,2136448987,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 8,Phường Chánh Hưng,49C,8,Căn hộ/Chung cư,1 tháng trước,0,False,10.74771,106.66334,"10.74771,106.66334",,"3,5 tỷ",,,,False,2026-02-24 09:47:25,3500000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,71.42857 tr/m²,Sổ hồng riêng,1 PN,49 m²,1
22184295,117396324,824127826,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,Số 4,Đào Trí,Căn hộ/Chung cư,2 tuần trước,0,False,10.722,106.7433,"10.722,106.7433",,3 tỷ,,,0,True,2026-03-15 14:25:03,3000000000 ₫,Mua bán,,,,Chung cư,,56.603775 tr/m²,Hợp đồng mua bán,1 PN,53 m²,1
13664739,117464299,19501217,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 4,Phường Chánh Hưng,196,Cao Lỗ,Căn hộ/Chung cư,5 ngày trước,0,False,10.73904,106.67821,"10.73904,106.67821",,"2,75 tỷ",,,,False,2026-03-24 13:51:14,2750000000 ₫,Mua bán,,,,Chung cư,,44.35484 tr/m²,Hợp đồng mua bán,2 PN,62 m²,2
17194237,117688845,624355282,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,208,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,5 ngày trước,0,False,10.79387,106.72032,"10.79387,106.72032",,"6,5 tỷ",,,0,False,2026-03-25 10:25:03,6500000000 ₫,Mua bán,,,,Chung cư,,120.37037 tr/m²,Sổ hồng riêng,1 PN,54 m²,1
4253212,117740468,1352502191,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,91,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,4 tuần trước,0,False,10.78921,106.71094,"10.78921,106.71094",,12 tỷ,,,,False,2026-03-02 14:29:48,12000000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,91.60305 tr/m²,Sổ hồng riêng,3 PN,131 m²,2
17121609,118086823,2109257051,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Phường Phú Thọ Hòa,Số 685,Âu Cơ,Căn hộ/Chung cư,3 ngày trước,0,False,10.78972,106.64026,"10.78972,106.64026",,"4,7 tỷ",,,0,False,2026-03-26 19:39:37,4700000000 ₫,Mua bán,Hoàn thiện cơ bản,0,,Chung cư,,55.95238 tr/m²,Sổ hồng riêng,3 PN,84 m²,2
22184295,118204368,1675681793,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Nguyễn Thị Định,Căn hộ/Chung cư,2 ngày trước,0,False,10.79161,106.75348,"10.79161,106.75348",,"5,7 tỷ",,,0,True,2026-03-27 20:52:07,5700000000 ₫,Mua bán,,,,Chung cư,,83.82353 tr/m²,Sổ hồng riêng,2 PN,68 m²,2
52045,118557601,1283287805,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 16,Phường Phú Định,,Đại Lộ Đông Tây,Căn hộ/Chung cư,hôm qua,0,False,10.74429,106.65064,"10.74429,106.65064",,"3,65 tỷ",,,0,False,2026-03-28 12:30:26,3650000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,Nam,Chung cư,Đông Bắc,36.868687 tr/m²,Sổ hồng riêng,2 PN,99 m²,2
5521936,118671292,1247214303,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 14,Phường Diên Hồng,334,Tô Hiến Thành,Căn hộ/Chung cư,5 ngày trước,0,False,10.7747,106.66218,"10.7747,106.66218",,10 tỷ,,,0,False,2026-03-24 23:21:22,10000000000 ₫,Mua bán,,,,Chung cư,,97.08738 tr/m²,Đang chờ sổ,3 PN,103 m²,2
459803,118715850,1769515917,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Đường Quốc Lộ 13,Căn hộ/Chung cư,4 tuần trước,0,False,10.96241,106.71378,"10.96241,106.71378",,"2,6 tỷ",,,,False,2026-03-02 09:35:50,2600000000 ₫,Mua bán,Hoàn thiện cơ bản,,Đông,Chung cư,Tây,21.138212 tr/m²,Sổ hồng riêng,3 PN,123 m²,2
5251116,118822907,1397722563,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Nguyễn Văn Linh,Căn hộ/Chung cư,4 tuần trước,0,False,10.69846,106.62509,"10.69846,106.62509",,"2,9 tỷ",,,,False,2026-02-27 22:18:05,2900000000 ₫,Mua bán,,,,Chung cư,,44.615383 tr/m²,Sổ hồng riêng,2 PN,65 m²,1
25310737,118846397,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 6,Phường Bình Đông,,Đường Tạ Quang Bửu,Căn hộ/Chung cư,1 tuần trước,0,True,10.734088,106.656166,"10.7340876,106.6561671",osm:W1255936018,"6,5 tỷ",,,0,False,2026-03-20 10:35:41,6500000000 ₫,Mua bán,,0,,Officetel,,52.419353 tr/m²,Sổ hồng riêng,2 PN,124 m²,2
13759332,118980649,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Quốc Lộ 1A,Căn hộ/Chung cư,5 ngày trước,0,False,10.68449,106.57314,"10.6844901,106.5731392",,"1,5 tỷ",,,0,True,2026-03-25 08:12:32,1500000000 ₫,Mua bán,Nội thất đầy đủ,,Tây Bắc,Chung cư,Đông Nam,25 tr/m²,Hợp đồng mua bán,2 PN,60 m²,2
995336,118994356,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"1,82 tỷ",,,,False,2026-03-27 17:43:10,1820000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,52 tr/m²,Sổ hồng riêng,1 PN,35 m²,1
5444136,119046574,1208735487,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Võ Văn Kiệt,Căn hộ/Chung cư,3 tuần trước,0,False,10.72262,106.61204,"10.72262,106.61204",,"4,2 tỷ",,,0,False,2026-03-05 17:15:15,4200000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,56 tr/m²,Đang chờ sổ,2 PN,75 m²,2
5444136,119046865,1208735487,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Võ Văn Kiệt,Căn hộ/Chung cư,3 tuần trước,0,False,10.72262,106.61204,"10.72262,106.61204",,"3,55 tỷ",,,0,False,2026-03-05 17:13:30,3550000000 ₫,Mua bán,,,,Chung cư,,63.392857 tr/m²,Sổ hồng riêng,2 PN,56 m²,1
10895332,119082960,1035495961,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Phường Tân Thuận,,Nguyễn Văn Linh,Căn hộ/Chung cư,4 ngày trước,0,False,10.75089,106.72369,"10.75089,106.72369",,6 tỷ,,,,False,2026-03-26 08:30:55,6000000000 ₫,Mua bán,,,,Chung cư,,90.90909 tr/m²,Hợp đồng mua bán,2 PN,66 m²,2
5444136,119093630,1208735487,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Võ Văn Kiệt,Căn hộ/Chung cư,3 tuần trước,0,False,10.72262,106.61204,"10.72262,106.61204",,"3,85 tỷ",,,0,False,2026-03-05 17:15:44,3850000000 ₫,Mua bán,,0,,Chung cư,,63.114754 tr/m²,Hợp đồng mua bán,2 PN,61 m²,1
5444136,119093818,1208735487,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Võ Văn Kiệt,Căn hộ/Chung cư,3 tuần trước,0,False,10.72262,106.61204,"10.72262,106.61204",,"5,4 tỷ",,,0,False,2026-03-05 17:14:14,5400000000 ₫,Mua bán,,,,Chung cư,,44.628098 tr/m²,Sổ hồng riêng,3 PN,121 m²,3
5444136,119094175,1208735487,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Võ Văn Kiệt,Căn hộ/Chung cư,3 tuần trước,0,False,10.72262,106.61204,"10.72262,106.61204",,"4,44 tỷ",,,0,False,2026-03-05 17:14:45,4440000000 ₫,Mua bán,,,,Chung cư,,56.20253 tr/m²,Đang chờ sổ,2 PN,79 m²,2
5438135,119304952,1048125356,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Phường Thủ Dầu Một,,Trần Phú,Căn hộ/Chung cư,3 tuần trước,0,False,10.97374,106.66504,"10.97374,106.66504",,"2,8 tỷ",,,0,False,2026-03-10 16:20:47,2800000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,27.450981 tr/m²,Sổ hồng riêng,3 PN,102 m²,2
2030095,119305386,999451979,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 16,Phường Phú Định,Số 114,An Dương Vương,Căn hộ/Chung cư,5 ngày trước,0,False,10.72231,106.61971,"10.72231,106.61971",,"2,13 tỷ",,,0,False,2026-03-25 09:29:19,2130000000 ₫,Mua bán,Nội thất đầy đủ,0,Nam,Chung cư,Bắc,30.869566 tr/m²,Đang chờ sổ,2 PN,69 m²,2
3704578,119335208,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Đường Tân Túc,Căn hộ/Chung cư,21 phút trước,0,False,10.689668,106.58491,"10.6896673,106.5849047",,"2,75 tỷ",,,0,False,2026-03-30 10:35:31,2750000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,45.833332 tr/m²,Sổ hồng riêng,2 PN,60 m²,2
23673812,119336523,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,3 giờ trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,4 tỷ",,,0,False,2026-03-30 08:09:34,1400000000 ₫,Mua bán,,,Tây,Chung cư,Đông,25 tr/m²,Sổ hồng riêng,2 PN,56 m²,2
11040938,119383439,1152708619,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,Xã Bình Hưng,,Trịnh Quang Nghị,Căn hộ/Chung cư,hôm qua,0,False,10.6983,106.6435,"10.6983,106.6435",,"3,2 tỷ",,,0,False,2026-03-28 19:43:03,3200000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,49.23077 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
26622160,119459003,624355282,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,208,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,2 tuần trước,0,False,10.79387,106.72032,"10.79387,106.72032",,"10,5 tỷ",,,0,False,2026-03-15 12:01:49,10500000000 ₫,Mua bán,,,,Chung cư,,114.13043 tr/m²,Sổ hồng riêng,2 PN,92 m²,2
25448567,119461012,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,7 ngày trước,0,True,10.919315,106.73298,"10.9193151,106.7329783",osm:W146053587,"1,38 tỷ",,,0,False,2026-03-23 02:40:04,1380000000 ₫,Mua bán,,,Nam,Chung cư,Bắc,25.09091 tr/m²,Sổ hồng riêng,2 PN,55 m²,2
17121609,119520438,415736713,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Phường Bình Trị Đông,,"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Căn hộ/Chung cư,12 giờ trước,0,False,10.76688,106.61289,"10.76688,106.61289",,"3,03 tỷ",,,0,False,2026-03-29 10:23:39,3030000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,45.909092 tr/m²,Sổ hồng riêng,2 PN,66 m²,2
25448567,119577740,987630212,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,4 tuần trước,0,False,10.919315,106.73298,"10.9193151,106.7329783",,"1,4 tỷ",,,,False,2026-03-04 09:58:58,1400000000 ₫,Mua bán,,,Đông,Chung cư,Đông,23.728813 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
9889628,119584849,912878226,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Nguyễn Lương Bằng,Căn hộ/Chung cư,4 tuần trước,0,False,10.70729,106.73198,"10.70729,106.73198",,"3,65 tỷ",,,,False,2026-03-03 08:40:29,3650000000 ₫,Mua bán,,,,Chung cư,,52.142857 tr/m²,Hợp đồng mua bán,2 PN,70 m²,2
111244,119642265,1623029195,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Phường Tân Hưng,,Bế Văn Cấm,Căn hộ/Chung cư,2 tuần trước,0,False,10.74998,106.7097,"10.74998,106.7097",,"2,5 tỷ",,,0,False,2026-03-18 10:16:23,2500000000 ₫,Mua bán,Nội thất đầy đủ,,,Duplex,,50 tr/m²,Hợp đồng mua bán,1 PN,50 m²,1
25448567,119699987,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,1 tuần trước,0,True,10.919315,106.73298,"10.9193151,106.7329783",osm:W146053587,"1,1 tỷ",,,0,False,2026-03-22 17:33:27,1100000000 ₫,Mua bán,,,,Chung cư,Đông Bắc,18.644068 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
9889628,119726867,824127826,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,Số 4,Đào Trí,Căn hộ/Chung cư,6 ngày trước,0,False,10.722,106.7433,"10.722,106.7433",,"3,75 tỷ",,,,False,2026-03-23 13:03:57,3750000000 ₫,Mua bán,,Căn góc,,Chung cư,,55.14706 tr/m²,Hợp đồng mua bán,2 PN,68 m²,2
23673812,119753950,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,3 tuần trước,0,True,10.919315,106.73298,"10.9193151,106.7329783",osm:W146053587,"1,35 tỷ",,,0,False,2026-03-11 14:03:35,1350000000 ₫,Mua bán,,,Đông Bắc,Chung cư,Đông Bắc,22.203983 tr/m²,Sổ hồng riêng,2 PN,60.7999 m²,2
25448567,119766913,987630212,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,3 tuần trước,0,True,10.919315,106.73298,"10.9193151,106.7329783",osm:W146053587,"1,1 tỷ",,,0,False,2026-03-06 11:45:11,1100000000 ₫,Mua bán,,,Đông Nam,Chung cư,Đông Bắc,20 tr/m²,Sổ hồng riêng,2 PN,55 m²,2
23673812,119773715,987630212,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,Căn hộ/Chung cư,4 tuần trước,0,True,10.919315,106.73298,"10.9193151,106.7329783",,"1,25 tỷ",,,,False,2026-02-28 10:00:43,1250000000 ₫,Mua bán,,,,Chung cư,Đông Bắc,24.038462 tr/m²,Sổ hồng riêng,2 PN,52 m²,
