Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng đất,Diện tích,Loại hình đất,Đơn giá (tr/m2),Giấy tờ pháp lý,Đặc điểm nhà/đất
8874228,116043787,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 10,Phường Bình Phú,,Song Hành,Đất,3 tuần trước,0,False,10.7413,106.6267,"10.7413,106.6267",,"7,2 tỷ",,,0,False,2026-03-12 08:39:01,7200000000 ₫,Mua bán,,60 m²,Đất thổ cư,120 tr/m²,Đã có sổ,
22211416,116057647,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Đường Tân Thới Nhất 18,Đất,1 tuần trước,0,False,10.822,106.6212,"10.822,106.6212",,"8,4 tỷ",20 m2,4 m2,0,False,2026-03-22 06:49:23,8400000000 ₫,Mua bán,Tây,80 m²,Đất thổ cư,105 tr/m²,Đã có sổ,Hẻm xe hơi
2248889,116105867,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,Xã Đông Thạnh,,Đường Nhị Bình 4,Đất,2 tuần trước,0,False,10.9143,106.6597,"10.9143,106.6597",,29 tỷ,108 m2,60 m2,0,False,2026-03-17 06:47:24,29000000000 ₫,Mua bán,Nam,6400 m²,Đất nông nghiệp,4.53125 tr/m²,Đã có sổ,Hẻm xe hơi;Chưa có thổ cư
11028622,116247286,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Đường Út Trà Ôn,Đất,4 tuần trước,0,False,10.8283,106.7723,"10.8283,106.7723",,"17,2 tỷ",20 m2,10 m2,,False,2026-03-03 10:08:21,17200000000 ₫,Mua bán,Tây Nam,200 m²,Đất nền dự án,86 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
5337393,116313861,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Mỹ,Phường Bình Dương,,Hẻm Nhánh 38 Phú Mỹ,Đất,3 tuần trước,0,False,11.0136,106.682,"11.0136,106.682",,"2,1 tỷ",15 m2,5 m2,0,False,2026-03-09 07:16:56,2100000000 ₫,Mua bán,Nam,75 m²,Đất thổ cư,28 tr/m²,Đã có sổ,Hẻm xe hơi
4572622,116429920,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Bình,Phường Tân Đông Hiệp,,Bui Thi Xuan,Đất,4 tuần trước,0,False,10.9541,106.7455,"10.9541,106.7455",,"4,2 tỷ",20 m2,5 m2,,True,2026-03-02 15:06:10,4200000000 ₫,Mua bán,,100 m²,Đất thổ cư,42 tr/m²,Đã có sổ,Mặt tiền
24809703,116604016,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 9,Phường Thông Tây Hội,,Đường số 9,Đất,4 tuần trước,0,False,10.845396,106.6535,"10.8453959,106.653507",,"3,7 tỷ",19 m2,4 m2,,False,2026-02-28 20:22:12,3700000000 ₫,Mua bán,,76 m²,Đất nền dự án,48.68421 tr/m²,Đã có sổ,Hẻm xe hơi
4909510,117203217,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,162,Đường Bình Lợi,Đất,2 tuần trước,0,True,10.835073,106.70322,"10.8350731,106.7032186",osm:W724431702,"12,5 tỷ",20 m2,5 m2,0,False,2026-03-14 07:12:49,12500000000 ₫,Mua bán,,100 m²,Đất thổ cư,125 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
8953330,117262800,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 17,Phường Gò Vấp,,Lê Đức Thọ- đường số 5,Đất,3 tuần trước,0,False,10.84094,106.67482,"10.8409406,106.6748181",,"6,15 tỷ",17.5 m2,4 m2,,False,2026-03-11 09:59:35,6150000000 ₫,Mua bán,,70 m²,Đất thổ cư,87.85714 tr/m²,Đã có sổ,
4575674,117315175,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,D8,Đất,3 tuần trước,0,False,10.964158,106.714836,"10.9641585,106.7148357",,"5,4 tỷ",,5 m2,0,True,2026-03-08 05:53:01,5400000000 ₫,Mua bán,,162 m²,Đất thổ cư,33.333332 tr/m²,Đã có sổ,
19255543,117336257,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Nhâm,Phường Lái Thiêu,,Đường Bình Nhâm 05,Đất,4 tuần trước,0,False,10.935209,106.69751,"10.9352095,106.6975133",,12 tỷ,46 m2,16.5 m2,,False,2026-02-28 19:02:06,12000000000 ₫,Mua bán,Tây Bắc,757 m²,Đất thổ cư,15.852048 tr/m²,Đã có sổ,Mặt tiền
6565,117591887,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,Xã Hóc Môn,,Đường Huỳnh Thị Mài,Đất,7 ngày trước,0,False,10.914023,106.591255,"10.9140232,106.5912521",,"4,85 tỷ",14 m2,12.5 m2,0,False,2026-03-23 08:07:02,4850000000 ₫,Mua bán,,174 m²,Đất thổ cư,27.873564 tr/m²,Đã có sổ,Mặt tiền
9734549,117655137,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Đặng Thùy Trâm,Đất,3 tuần trước,0,True,10.824318,106.70339,"10.824318,106.7033906",osm:W605449981,"8,5 tỷ",20 m2,4 m2,0,False,2026-03-09 09:40:39,8500000000 ₫,Mua bán,,80 m²,Đất thổ cư,106.25 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
3817295,117771306,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Đường số 49C,Đất,hôm qua,0,True,10.753304,106.600815,"10.7533039,106.6008128",osm:W508125541,42 tỷ,20 m2,23 m2,0,True,2026-03-30 14:48:01,42000000000 ₫,Mua bán,,450 m²,Đất thổ cư,93.333336 tr/m²,Đã có sổ,
4909510,117975472,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Đặng Thùy Trâm,Đất,3 ngày trước,0,True,10.824318,106.70339,"10.824318,106.7033906",osm:W605449981,"9,8 tỷ",20 m2,4 m2,0,False,2026-03-27 07:22:55,9800000000 ₫,Mua bán,Tây Bắc,80 m²,Đất thổ cư,122.5 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
8001,118127386,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,Đường Thống Nhất,Đất,2 tuần trước,0,False,10.894249,106.79101,"10.8942493,106.7910101",,5 tỷ,19.5 m2,5 m2,0,False,2026-03-13 14:57:36,5000000000 ₫,Mua bán,Nam,97.5 m²,Đất nền dự án,51.28205 tr/m²,Đã có sổ,Mặt tiền
8180,118169480,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,Đường Thống Nhất,Đất,2 tuần trước,0,False,10.894249,106.79101,"10.8942493,106.7910101",osm:W1287014515,"5,75 tỷ",19.5 m2,5.1999 m2,0,False,2026-03-13 14:56:12,5750000000 ₫,Mua bán,Đông Nam,101 m²,Đất thổ cư,56.930695 tr/m²,Đã có sổ,Mặt tiền
770376,118191303,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,,Đường 11,Đất,2 tuần trước,0,False,10.833995,106.72641,"10.8339953,106.7264125",,"22,9 tỷ",22.5 m2,12 m2,,False,2026-03-17 08:11:06,22900000000 ₫,Mua bán,,270 m²,Đất thổ cư,84.81481 tr/m²,Đã có sổ,Hẻm xe hơi
10061355,118221961,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Hòa Phú,Xã Bình Mỹ,,Đường Sông Lu,Đất,5 ngày trước,0,True,10.987538,106.6064,"10.9875387,106.6064024",osm:W32575981,"2,49 tỷ",22 m2,8 m2,0,False,2026-03-25 10:21:46,2490000000 ₫,Mua bán,,180 m²,Đất thổ cư,13.833333 tr/m²,Đã có sổ,
26666639,118286763,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Chiểu (Quận Thủ Đức cũ),Phường Thủ Đức,,ngô chí quốc,Đất,3 tuần trước,0,False,10.852377,106.763275,"10.8523767,106.763273",,"6,5 tỷ",22 m2,5.3 m2,0,False,2026-03-11 11:38:07,6500000000 ₫,Mua bán,,116.5998 m²,Đất thổ cư,55.746235 tr/m²,Đã có sổ,Mặt tiền
22328047,118286978,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Xã Bà Điểm,,Đường Bắc Lân 1,Đất,4 tuần trước,0,True,10.85509,106.59941,"10.8550904,106.5994111",osm:W606951824,860 triệu,12 m2,5.5 m2,,False,2026-03-01 13:35:03,860000000 ₫,Mua bán,Đông Nam,65 m²,Đất thổ cư,13.230769 tr/m²,Sổ chung / công chứng vi bằng,Nở hậu;Hẻm xe hơi;Chưa có thổ cư
5396215,118358409,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Đường Lê Văn Lương,Đất,4 ngày trước,0,True,10.702472,106.70402,"10.7024719,106.7040173",osm:W168038881,"8,9 tỷ",20 m2,7 m2,0,False,2026-03-26 13:04:40,8900000000 ₫,Mua bán,,140 m²,Đất thổ cư,63.57143 tr/m²,Đã có sổ,
4406253,118367749,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,94,THẠNH XUÂN,Đất,4 tuần trước,0,False,10.8834305,106.670395,"10.8834303,106.6703963",,"9,9 tỷ",37 m2,5.5 m2,,False,2026-03-03 09:06:09,9900000000 ₫,Mua bán,,194 m²,Đất thổ cư,51.03093 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
27462398,118717089,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Hưng Long,Xã Hưng Long,,Ông Đội ,Đất,2 tuần trước,0,False,10.668168,106.62324,"10.6681681,106.6232359",,"3,2 tỷ",60 m2,17 m2,0,False,2026-03-19 10:44:19,3200000000 ₫,Mua bán,,1020 m²,Đất nông nghiệp,3.137255 tr/m²,Đã có sổ,
5337393,118733071,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Mỹ,Phường Bình Dương,,Đường DX 02 Phú Mỹ,Đất,3 tuần trước,0,False,11.01233,106.680214,"11.0123298,106.6802127",,"14,1 tỷ",47 m2,10 m2,0,False,2026-03-09 07:17:26,14100000000 ₫,Mua bán,Tây,470 m²,Đất thổ cư,30 tr/m²,Đã có sổ,Mặt tiền
5337393,119126516,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Định Hoà,Phường Chánh Hiệp,,1/sẹc hẻm quốc lộ 13,Đất,4 tuần trước,0,False,11.028857,106.655655,"11.0288573,106.6556575",,"1,05 tỷ",14 m2,5 m2,,False,2026-03-03 11:07:03,1050000000 ₫,Mua bán,Đông Nam,77 m²,Đất thổ cư,13.636364 tr/m²,Đã có sổ,
17312569,119370733,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Đặng Thùy Trâm,Đất,4 tuần trước,0,True,10.824377,106.70332,"10.8243772,106.7033222",osm:W1235460613,"14,5 tỷ",20 m2,6 m2,,False,2026-03-02 11:21:10,14500000000 ₫,Mua bán,,120 m²,Đất thổ cư,120.833336 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
22211416,119376655,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Tân THỚI Nhất Q12,Đất,5 ngày trước,0,False,10.8292885,106.614395,"10.8292885,106.6143944",,"7,1 tỷ",18 m2,4.5 m2,0,False,2026-03-25 14:27:26,7100000000 ₫,Mua bán,Đông Nam,81 m²,Đất thổ cư,87.65432 tr/m²,Đã có sổ,Mặt tiền
17260285,119480508,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Xã Củ Chi,,Đường Suối Lội,Đất,3 tuần trước,0,True,10.949578,106.524765,"10.949578,106.5247671",osm:W234512451,"1,5 tỷ",28 m2,5 m2,0,False,2026-03-11 08:14:24,1500000000 ₫,Mua bán,,140 m²,Đất thổ cư,10.714286 tr/m²,Đã có sổ,Mặt tiền;Nở hậu;Thổ cư toàn bộ
17312569,119485033,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Bình Lợi,Đất,4 tuần trước,0,True,10.835073,106.70322,"10.8350731,106.7032186",osm:W724431702,"10,9 tỷ",22 m2,6 m2,,False,2026-02-28 07:32:37,10900000000 ₫,Mua bán,,135 m²,Đất thổ cư,80.74074 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
17312569,119485811,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Đặng Thùy Trâm,Đất,3 tuần trước,0,True,10.824377,106.70332,"10.8243772,106.7033222",osm:W1235460613,"18,9 tỷ",22 m2,10 m2,0,False,2026-03-09 13:26:37,18900000000 ₫,Mua bán,,220 m²,Đất thổ cư,85.90909 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ;Thổ cư 1 phần
27613188,119503100,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Phường Hiệp Bình,808/18/11,Đường Quốc lộ 13,Đất,7 ngày trước,0,True,10.835623,106.71386,"10.8356225,106.7138595",osm:W722367525,"22,5 tỷ",25 m2,11 m2,,False,2026-03-23 16:29:17,22500000000 ₫,Mua bán,Tây Bắc,275 m²,Đất thổ cư,81.818184 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu
3244,119541592,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Long Thới,Xã Hiệp Phước,,Đường Nguyễn Văn Tạo,Đất,3 tuần trước,0,True,10.667207,106.72492,"10.6672066,106.7249255",osm:W1272035161,"4,9 tỷ",,,0,False,2026-03-06 19:31:20,4900000000 ₫,Mua bán,,160 m²,Đất thổ cư,30.625 tr/m²,Đã có sổ,
4715074,119544532,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Bình (Quận 9 cũ),Phường Phước Long,18A,Đường số 2,Đất,2 tuần trước,0,True,10.819572,106.77117,"10.8195724,106.7711686",osm:W32588157,9 tỷ,22 m2,4 m2,0,False,2026-03-13 16:51:50,9000000000 ₫,Mua bán,,88 m²,Đất thổ cư,102.27273 tr/m²,Đã có sổ,Hẻm xe hơi;Mặt tiền;Thổ cư toàn bộ
8824470,119699558,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Đường Bùi Thanh Khiết,Đất,hôm qua,0,False,10.691664,106.57401,"10.6916637,106.5740119",,"3,6 tỷ",,,0,False,2026-03-28 20:17:57,3600000000 ₫,Mua bán,,91 m²,Đất thổ cư,39.56044 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
17312569,119723505,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Bình Lợi,Đất,1 tuần trước,0,True,10.835073,106.70322,"10.8350731,106.7032186",osm:W724431702,"15,5 tỷ",18 m2,7 m2,0,False,2026-03-22 08:18:51,15500000000 ₫,Mua bán,,126 m²,Đất thổ cư,123.01588 tr/m²,Đã có sổ,Hẻm xe hơi;Mặt tiền;Thổ cư toàn bộ
4710041,119739766,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Phước Hải,Xã Phước Hải,,Đường Võ Thị Sáu,Đất,10 giờ trước,0,True,10.38055,107.25622,"10.3805501,107.2562183",osm:W736971766,"7,7 tỷ",22 m2,10.5 m2,0,False,2026-03-29 18:46:51,7700000000 ₫,Mua bán,,224.8 m²,Đất thổ cư,34.25267 tr/m²,Đã có sổ,Mặt tiền
4710041,119741019,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Xã Lộc An,Xã Phước Hải,,Hàng Dương,Đất,2 tuần trước,0,False,10.476566,107.34349,"10.4765664,107.3434916",,"3,99 tỷ",20 m2,10 m2,0,False,2026-03-15 10:09:22,3990000000 ₫,Mua bán,Đông Nam,200 m²,Đất thổ cư,19.95 tr/m²,Đã có sổ,Mặt tiền
2248889,119763760,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,Xã Đông Thạnh,,Đường Nhị Bình 18,Đất,4 tuần trước,0,True,10.904168,106.68308,"10.9041684,106.6830826",osm:W608786162,8 tỷ,25 m2,10.5 m2,,False,2026-02-28 13:34:54,8000000000 ₫,Mua bán,Nam,261 m²,Đất thổ cư,30.65134 tr/m²,Đã có sổ,Mặt tiền;Nở hậu;Thổ cư toàn bộ
17600494,120040489,682068096,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Bà Rịa,Xã Hoà Long,Phường Tam Long,,Hòa Long,Đất,1 tuần trước,0,False,10.5212,107.20553,"10.5212,107.20553",,950 triệu,20 m2,5 m2,0,False,2026-03-20 15:23:02,950000000 ₫,Mua bán,,100 m²,Đất thổ cư,9.5 tr/m²,Đã có sổ,Mặt tiền
4710041,120123385,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Phước Hải,Xã Phước Hải,,Ven biển 42m,Đất,2 tuần trước,0,False,10.4054165,107.26073,"10.4054168,107.2607289",,"3,6 tỷ",28 m2,6 m2,0,False,2026-03-15 10:24:57,3600000000 ₫,Mua bán,,166 m²,Đất thổ cư,21.686747 tr/m²,Đã có sổ,Mặt tiền
3244,120193412,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Long Thới,Xã Hiệp Phước,,Đường Nguyễn Văn Tạo,Đất,3 tuần trước,0,True,10.667207,106.72492,"10.6672066,106.7249255",osm:W1272035161,"5,1 tỷ",21 m2,12 m2,0,False,2026-03-08 09:48:02,5100000000 ₫,Mua bán,,189 m²,Đất nền dự án,26.984127 tr/m²,Đã có sổ,
2505722,120205768,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,Xã Đông Thạnh,,Nhị Bình 3,Đất,3 ngày trước,0,False,10.91887,106.665215,"10.9188696,106.6652177",,"23,9 tỷ",90 m2,40 m2,0,False,2026-03-27 16:42:04,23900000000 ₫,Mua bán,,3654 m²,Đất nông nghiệp,6.540777 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi
22624012,120245905,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Quốc Lộ 13,Đất,2 tuần trước,0,False,10.877594,106.699776,"10.8775941,106.6997752",,12 tỷ,,17.6 m2,0,False,2026-03-16 13:15:03,12000000000 ₫,Mua bán,Nam,578.2 m²,Đất thổ cư,20.754065 tr/m²,Đã có sổ,Hẻm xe hơi
10039307,120328653,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Đường Lê Văn Lương,Đất,3 ngày trước,0,True,10.69601,106.704796,"10.6960098,106.7047924",osm:W775855897,"6,4 tỷ",12.5 m2,6.9 m2,0,False,2026-03-27 10:27:11,6400000000 ₫,Mua bán,,86.3 m²,Đất thổ cư,74.159904 tr/m²,Đã có sổ,
5396215,120390082,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Đường Lê Văn Lương,Đất,3 tuần trước,0,True,10.69601,106.704796,"10.6960098,106.7047924",osm:W775855897,"8,8 tỷ",20 m2,7 m2,0,False,2026-03-09 08:19:29,8800000000 ₫,Mua bán,,140 m²,Đất thổ cư,62.857143 tr/m²,Đã có sổ,
2678713,120401066,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Xã Bà Điểm,,Đường Trần Văn Mười,Đất,1 tuần trước,0,True,10.850621,106.58843,"10.8506213,106.5884327",osm:W1258524724,"3,55 tỷ",26 m2,5 m2,0,False,2026-03-22 08:53:48,3550000000 ₫,Mua bán,Tây Bắc,130 m²,Đất thổ cư,27.307692 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
2881619,120553282,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung,Xã Củ Chi,228,Đường Nguyễn Thị Lắng,Đất,4 tuần trước,0,True,10.946723,106.55245,"10.9467233,106.5524523",osm:W32586169,"13,23 tỷ",60 m2,18 m2,,False,2026-03-02 08:59:07,13230000000 ₫,Mua bán,,1100 m²,Đất thổ cư,12.027273 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi
17312569,120618654,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,22,Đường Đặng Thùy Trâm,Đất,5 ngày trước,0,False,10.825686,106.7043,"10.8256869,106.7042991",,"11,9 tỷ",17 m2,8 m2,0,False,2026-03-25 15:12:05,11900000000 ₫,Mua bán,,132 m²,Đất thổ cư,90.15151 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
4909510,120619210,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Bình Lợi,Đất,4 tuần trước,0,True,10.835073,106.70322,"10.8350731,106.7032186",osm:W724431702,"24,5 tỷ",25 m2,11 m2,,False,2026-03-01 08:50:23,24500000000 ₫,Mua bán,,254 m²,Đất thổ cư,96.456696 tr/m²,Đã có sổ,Thổ cư toàn bộ;Mặt tiền
1371053,120786883,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thị xã Phú Mỹ,Phường Hắc Dịch,Phường Tân Thành,,Hắc Dịch Tóc Tiên,Đất,3 tuần trước,0,False,10.646611,107.11301,"10.6466114,107.113007",,"5,98 tỷ",45 m2,12 m2,0,False,2026-03-11 11:59:36,5980000000 ₫,Mua bán,Tây Nam,540 m²,Đất thổ cư,11.074074 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
2994916,120969216,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,Xã Xuân Thới Sơn,,đường số 2,Đất,4 ngày trước,0,False,10.861784,106.5994,"10.8617837,106.5994019",,"4,8 tỷ",24 m2,5 m2,0,False,2026-03-26 12:12:42,4800000000 ₫,Mua bán,,120 m²,Đất nền dự án,40 tr/m²,Đã có sổ,Mặt tiền
4710041,121022603,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Phước Hải,Xã Phước Hải,,Đường Nguyễn Tất Thành,Đất,3 ngày trước,0,True,10.421383,107.284355,"10.4213829,107.2843518",osm:W148749677,"5,5 tỷ",20 m2,8 m2,0,False,2026-03-27 11:09:22,5500000000 ₫,Mua bán,Đông Bắc,155 m²,Đất thổ cư,35.48387 tr/m²,Đã có sổ,Mặt tiền
1473986,121062348,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thạnh (Quận 9 cũ),Phường Long Phước,,Đường Long Thuận,Đất,4 ngày trước,0,True,10.814552,106.83542,"10.8145526,106.8354195",osm:W604123332,"3,45 tỷ",16 m2,4 m2,,False,2026-03-26 09:44:12,3450000000 ₫,Mua bán,,64 m²,Đất thổ cư,53.90625 tr/m²,Đã có sổ,Thổ cư toàn bộ
3817295,121151940,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Phường An Lạc,,Đường số 8,Đất,5 ngày trước,0,True,10.750233,106.61794,"10.7502323,106.6179432",osm:W169081562,29 tỷ,25 m2,10 m2,0,True,2026-03-24 20:02:01,29000000000 ₫,Mua bán,,250 m²,Đất thổ cư,116 tr/m²,Đã có sổ,
4572622,121158098,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường GS18,Đất,5 ngày trước,0,True,10.894067,106.768585,"10.894067,106.7685847",osm:W291172300,6 tỷ,,4.0998 m2,0,True,2026-03-25 14:27:49,6000000000 ₫,Mua bán,,78 m²,Đất thổ cư,76.92308 tr/m²,Đã có sổ,Mặt tiền
1371053,121226147,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thị xã Phú Mỹ,Xã Tóc Tiên,Xã Châu Pha,,Phú Mỹ Tóc Tiên,Đất,5 ngày trước,0,False,10.603202,107.11301,"10.6032018,107.113007",,"2,4 tỷ",32 m2,5 m2,0,False,2026-03-24 21:14:28,2400000000 ₫,Mua bán,Nam,160 m²,Đất thổ cư,15 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư 1 phần
23179985,121230061,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Đường Thạnh Lộc 31,Đất,1 tuần trước,0,True,10.87146,106.69144,"10.8714596,106.6914352",osm:W328183441,"8,5 tỷ",20 m2,9.6 m2,0,False,2026-03-20 19:43:03,8500000000 ₫,Mua bán,Tây Bắc,177.5 m²,Đất thổ cư,47.887325 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
5222496,121312668,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,,Đường số 2,Đất,3 giờ trước,0,True,10.836502,106.752884,"10.8365022,106.7528821",osm:W1303640938,"7,5 tỷ",,5.5 m2,0,False,2026-03-30 10:57:16,7500000000 ₫,Mua bán,,82 m²,Đất thổ cư,91.46342 tr/m²,Đã có sổ,Hẻm xe hơi
